SupplierID,PurchaseOrderID,TransactionAmount,IsFinalized,SupplierName,SupplierCategoryID,PersonID,Goods_Category
7,341.0,8818696.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,342.0,93944880.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,343.0,10144656.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,344.0,95241528.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,345.0,10832558.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,346.0,96143220.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,347.0,11459188.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,348.0,96851160.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,349.0,11302531.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,350.0,991116.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,351.0,98036028.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,352.0,10957420.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,353.0,99824508.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,354.0,10880251.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,355.0,100082844.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,356.0,10707696.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,357.0,100398312.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,358.0,10957420.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,359.0,101672604.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,360.0,11520460.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,361.0,760104.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,362.0,281520.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,363.0,103143132.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,364.0,11847355.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,365.0,103565412.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,366.0,11674800.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,367.0,103985208.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,368.0,11761077.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,369.0,104588820.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,370.0,11763396.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,371.0,104730408.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,372.0,12576160.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,373.0,233496.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,374.0,31795.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,375.0,105634584.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,376.0,12678336.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,377.0,106223292.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,378.0,12505780.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,379.0,108488700.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,380.0,13016656.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,381.0,108568188.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,382.0,12987180.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,383.0,108016740.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,384.0,12830522.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,385.0,705456.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,386.0,281520.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,387.0,107927316.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,388.0,12875896.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,389.0,110744172.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,390.0,14714884.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,391.0,111688092.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,392.0,15421003.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,393.0,111380076.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,394.0,15248448.000000002,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,395.0,111032316.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,396.0,15203073.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,397.0,278208.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,398.0,354218.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,399.0,111832164.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,400.0,15877396.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,401.0,112299156.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,402.0,16338261.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,403.0,112443228.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,404.0,16165706.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,405.0,112564944.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,406.0,16837711.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,407.0,113046840.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,408.0,16665156.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,409.0,238464.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,410.0,236145.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,411.0,112709016.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,412.0,17573306.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,413.0,113171040.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,414.0,17761759.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,415.0,114321132.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,416.0,17589204.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,417.0,117503136.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,418.0,17416648.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,419.0,118769976.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,420.0,17620999.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,421.0,904176.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,422.0,120896280.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,423.0,18349804.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,424.0,121569444.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,425.0,18531468.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,426.0,121244040.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,427.0,18429292.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,428.0,121519764.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,429.0,18774403.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,430.0,122235156.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,431.0,18601848.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,432.0,578772.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,433.0,124540308.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,434.0,18399816.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,435.0,125394804.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,436.0,18924271.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,437.0,126681516.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,438.0,19330653.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,439.0,128606616.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,440.0,19237586.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,441.0,128850048.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,442.0,19205791.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,443.0,556416.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,444.0,129272328.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,445.0,19494100.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,446.0,132138864.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,447.0,20472631.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,448.0,132367392.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,449.0,20772367.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,450.0,132725088.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,451.0,21085682.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,452.0,133790724.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,453.0,20913127.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
7,454.0,633420.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,455.0,133303860.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,456.0,21596558.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,457.0,133813080.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,458.0,22434328.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,459.0,133226856.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,460.0,22261773.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,461.0,133934796.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,462.0,22302676.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,463.0,133972056.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,464.0,22977000.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,465.0,956340.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,466.0,563040.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,467.0,135611496.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,468.0,23303894.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,469.0,136684584.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,470.0,24330117.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,471.0,137037312.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,472.0,25276852.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,473.0,137819772.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,474.0,25301858.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,475.0,138882924.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,476.0,25224688.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,477.0,914112.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,478.0,140132376.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,479.0,24879578.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,480.0,141297372.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,481.0,24818306.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,482.0,142015248.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,483.0,25349551.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,484.0,142864776.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,485.0,25176996.000000004,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,486.0,142864776.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,487.0,25074820.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,488.0,340308.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,489.0,415490.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,490.0,143438580.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,491.0,25317756.000000004,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,492.0,143706852.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,493.0,26023874.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,494.0,143751564.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,495.0,25994397.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,496.0,144198684.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,497.0,26491694.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,498.0,145299096.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,499.0,27259084.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,500.0,1654343.9999999998,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,501.0,610732.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,502.0,148140792.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,503.0,28121860.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,504.0,148436388.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,505.0,27949305.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,506.0,149032548.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,507.0,29043590.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,508.0,149201460.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,509.0,28871035.200000007,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,510.0,149648580.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,511.0,28777968.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,512.0,596160.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,513.0,281520.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,514.0,150100668.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,515.0,29520352.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,516.0,150453396.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,517.0,29558937.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,518.0,151039620.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,519.0,31005122.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,520.0,151198596.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,521.0,30832567.200000007,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,522.0,152686512.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,523.0,30771295.200000007,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,524.0,953856.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,525.0,153615528.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,526.0,30905265.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,527.0,154335888.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,528.0,31477413.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,529.0,154512252.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,530.0,31886114.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,531.0,154348308.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,532.0,31745354.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,533.0,156007620.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,534.0,32551329.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,535.0,466992.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,536.0,157858200.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,537.0,32857855.200000007,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,538.0,159189624.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,539.0,34574299.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,540.0,160553340.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,541.0,35527824.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,542.0,161537004.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,543.0,35918308.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,544.0,162379080.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,545.0,35904729.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,546.0,104328.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,547.0,162011448.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,548.0,35718595.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,549.0,162359208.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,550.0,36524570.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,551.0,162090936.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,552.0,36915055.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,553.0,162813780.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,554.0,37164780.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,555.0,163300644.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,556.0,37696024.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,557.0,69552.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,558.0,165307716.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,559.0,38336234.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,560.0,165762288.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,561.0,38919808.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,562.0,166507488.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,563.0,39389781.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,564.0,166904928.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,565.0,39501064.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,566.0,167933304.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,567.0,40173069.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,568.0,168688440.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,569.0,40270773.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,570.0,168415200.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,571.0,40098218.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,572.0,168430104.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,573.0,40084639.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,574.0,169028748.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,575.0,39912084.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,576.0,168909516.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,577.0,40711269.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,578.0,372600.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,579.0,169858404.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,580.0,40366159.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,581.0,171105372.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,582.0,40479760.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,583.0,171264348.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,584.0,40307205.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,585.0,172404504.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,586.0,41469717.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,587.0,172096488.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,588.0,41533308.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,589.0,278208.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,590.0,140760.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,591.0,172498896.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,592.0,42423242.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,593.0,173591856.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,594.0,42250687.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,595.0,173800512.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,596.0,42518628.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,597.0,174046428.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,598.0,43401772.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,599.0,174960540.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,600.0,43308705.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,601.0,158976.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,602.0,174736980.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,603.0,42963595.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,604.0,175171680.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,605.0,42791040.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,606.0,175837392.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,607.0,43152048.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,608.0,175623768.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,609.0,42979492.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,610.0,176336676.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,611.0,44021613.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,612.0,521640.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,613.0,176858316.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,614.0,43676503.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,615.0,177245820.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,616.0,44153265.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,617.0,176798700.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,618.0,44614130.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,619.0,176848380.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,620.0,45215755.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,621.0,178187256.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,622.0,45043200.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,623.0,347760.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,624.0,178530048.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,625.0,45065887.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,626.0,178475400.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,627.0,45474588.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,628.0,178962264.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,629.0,46909512.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,630.0,180189360.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,631.0,46800547.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,632.0,181118376.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,633.0,46979892.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,634.0,996084.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,635.0,815083.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,636.0,183267036.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,637.0,48900686.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,638.0,183629700.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,639.0,50144839.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,640.0,183858228.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,641.0,50957604.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,642.0,183992364.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,643.0,50912229.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,644.0,184278024.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,645.0,51250550.40000001,1.0,"Litware, Inc.",5,33,Packaging Supplier
7,646.0,140760.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,647.0,185072904.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,648.0,53019158.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,649.0,185405760.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,650.0,52846603.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,651.0,185917464.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,652.0,53473233.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,653.0,186439104.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,654.0,54422287.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,655.0,188493372.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,656.0,54583581.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,657.0,427248.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,658.0,47692.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,659.0,188935524.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,660.0,54367970.40000001,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,661.0,188890812.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,662.0,54195415.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,663.0,189631044.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,664.0,54134143.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,665.0,191538756.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,666.0,54744876.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,667.0,191176092.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,668.0,54572320.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,669.0,1048248.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,670.0,485870.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,671.0,193021704.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,672.0,55096776.0,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,673.0,194345676.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,674.0,54940118.4,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,675.0,194057532.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,676.0,55208059.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,677.0,195426216.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,678.0,55146787.2,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,679.0,195460992.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,680.0,55021924.8,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,681.0,911628.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
4,682.0,197088012.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
7,683.0,55342029.6,1.0,"Litware, Inc.",5,33,Packaging Supplier
4,684.0,198325044.0,1.0,"Fabrikam, Inc.",4,27,Clothing Supplier
