,SupplierTransactionID,SupplierID,PurchaseOrderID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized
643,80623,4,544.0,3479.0,2017-09-25,141199200.0,21179880.0,162379080.0,0.0,2017-09-25,1
644,80626,7,545.0,9339.0,2017-09-25,31221503.999999996,4683225.6,35904729.6,0.0,2017-09-25,1
645,80628,4,546.0,9131.0,2017-09-25,90720.0,13607.999999999998,104328.0,0.0,2017-09-25,1
646,80629,4,,,2017-09-25,0.0,0.0,801621576.0,0.0,2017-09-25,1
647,80630,7,,,2017-09-25,0.0,0.0,174783016.8,0.0,2017-09-25,1
648,80950,4,547.0,8674.0,2017-09-26,140879520.0,21131928.0,162011448.0,0.0,2017-10-02,1
649,80953,7,548.0,9031.0,2017-09-26,31059648.0,4658947.2,35718595.2,0.0,2017-10-02,1
650,81378,4,549.0,4103.0,2017-09-27,141181920.0,21177288.0,162359208.0,0.0,2017-10-02,1
651,81381,7,550.0,9946.0,2017-09-27,31760496.000000004,4764074.4,36524570.4,0.0,2017-10-02,1
652,81583,4,551.0,49.0,2017-09-28,140948640.0,21142296.0,162090936.0,0.0,2017-10-02,1
653,81586,7,552.0,731.0,2017-09-28,32100048.0,4815007.2,36915055.2,0.0,2017-10-02,1
654,81986,4,553.0,6554.0,2017-09-29,141577200.0,21236580.0,162813780.0,0.0,2017-10-02,1
655,81989,7,554.0,2103.0,2017-09-29,32317200.0,4847580.0,37164780.0,0.0,2017-10-02,1
656,82366,4,555.0,5425.0,2017-10-02,142000560.0,21300084.0,163300644.0,0.0,2017-10-02,1
657,82369,7,556.0,1082.0,2017-10-02,32779152.0,4916872.8,37696024.8,0.0,2017-10-02,1
658,82371,4,557.0,886.0,2017-10-02,60480.0,9072.0,69552.0,0.0,2017-10-02,1
659,82372,4,,,2017-10-02,0.0,0.0,812645567.9999999,0.0,2017-10-02,1
660,82373,7,,,2017-10-02,0.0,0.0,184019025.6,0.0,2017-10-02,1
661,82734,4,558.0,341.0,2017-10-03,143745840.0,21561876.0,165307716.0,0.0,2017-10-09,1
662,82737,7,559.0,8807.0,2017-10-03,33335856.000000004,5000378.4,38336234.4,0.0,2017-10-09,1
663,83180,4,560.0,4098.0,2017-10-04,144141120.0,21621168.0,165762288.0,0.0,2017-10-09,1
664,83183,7,561.0,6485.0,2017-10-04,33843312.0,5076496.8,38919808.8,0.0,2017-10-09,1
665,83481,4,562.0,9910.0,2017-10-05,144789120.0,21718368.0,166507488.0,0.0,2017-10-09,1
666,83484,7,563.0,3816.0,2017-10-05,34251984.0,5137797.6,39389781.6,0.0,2017-10-09,1
667,83769,4,564.0,6124.0,2017-10-06,145134720.0,21770208.0,166904928.0,0.0,2017-10-09,1
668,83772,7,565.0,2688.0,2017-10-06,34348752.0,5152312.8,39501064.8,0.0,2017-10-09,1
669,84242,4,566.0,5680.0,2017-10-09,146028960.0,21904344.0,167933304.0,0.0,2017-10-09,1
670,84245,7,567.0,3312.0,2017-10-09,34933104.0,5239965.6,40173069.6,0.0,2017-10-09,1
671,84246,4,,,2017-10-09,0.0,0.0,832415724.0,0.0,2017-10-09,1
672,84247,7,,,2017-10-09,0.0,0.0,196319959.2,0.0,2017-10-09,1
673,84605,4,568.0,9432.0,2017-10-10,146685600.0,22002840.0,168688440.0,0.0,2017-10-16,1
674,84608,7,569.0,7267.0,2017-10-10,35018064.0,5252709.600000001,40270773.6,0.0,2017-10-16,1
675,84821,4,570.0,9113.0,2017-10-11,146448000.0,21967200.0,168415200.0,0.0,2017-10-16,1
676,84824,7,571.0,5438.0,2017-10-11,34868016.0,5230202.4,40098218.4,0.0,2017-10-16,1
677,85015,4,572.0,4772.0,2017-10-12,146460960.0,21969144.0,168430104.0,0.0,2017-10-16,1
678,85018,7,573.0,183.0,2017-10-12,34856208.0,5228431.2,40084639.2,0.0,2017-10-16,1
679,85187,4,574.0,4291.0,2017-10-13,146981520.0,22047228.0,169028748.0,0.0,2017-10-16,1
680,85190,7,575.0,6192.0,2017-10-13,34706160.0,5205924.0,39912084.0,0.0,2017-10-16,1
681,85554,4,576.0,9791.0,2017-10-16,146877840.0,22031676.0,168909516.0,0.0,2017-10-16,1
682,85557,7,577.0,4335.0,2017-10-16,35401104.0,5310165.6,40711269.6,0.0,2017-10-16,1
683,85559,4,578.0,7241.0,2017-10-16,324000.0,48600.0,372600.0,0.0,2017-10-16,1
684,85560,4,,,2017-10-16,0.0,0.0,843844607.9999999,0.0,2017-10-16,1
685,85561,7,,,2017-10-16,0.0,0.0,201076984.8,0.0,2017-10-16,1
686,85810,4,579.0,3777.0,2017-10-17,147702960.0,22155444.0,169858404.0,0.0,2017-10-23,1
687,85813,7,580.0,9049.0,2017-10-17,35101008.0,5265151.2,40366159.2,0.0,2017-10-23,1
688,86182,4,581.0,6690.0,2017-10-18,148787280.0,22318092.0,171105372.0,0.0,2017-10-23,1
689,86185,7,582.0,5720.0,2017-10-18,35199792.0,5279968.8,40479760.8,0.0,2017-10-23,1
690,86385,4,583.0,3036.0,2017-10-19,148925520.0,22338828.0,171264348.0,0.0,2017-10-23,1
691,86388,7,584.0,5010.0,2017-10-19,35049744.0,5257461.6,40307205.6,0.0,2017-10-23,1
692,86749,4,585.0,9799.0,2017-10-20,149916960.0,22487544.0,172404504.0,0.0,2017-10-23,1
693,86752,7,586.0,4202.0,2017-10-20,36060624.0,5409093.6,41469717.6,0.0,2017-10-23,1
694,87123,4,587.0,8577.0,2017-10-23,149649120.0,22447368.0,172096488.0,0.0,2017-10-23,1
695,87126,7,588.0,5075.0,2017-10-23,36115920.0,5417388.0,41533308.0,0.0,2017-10-23,1
696,87128,4,589.0,7883.0,2017-10-23,241920.0,36288.0,278208.0,0.0,2017-10-23,1
697,87130,7,590.0,4358.0,2017-10-23,122400.0,18360.0,140760.0,0.0,2017-10-23,1
698,87131,4,,,2017-10-23,0.0,0.0,857007324.0,0.0,2017-10-23,1
699,87132,7,,,2017-10-23,0.0,0.0,204296911.20000002,0.0,2017-10-23,1
700,87420,4,591.0,125.0,2017-10-24,149999040.0,22499856.0,172498896.0,0.0,2017-10-30,1
701,87423,7,592.0,580.0,2017-10-24,36889776.0,5533466.4,42423242.4,0.0,2017-10-30,1
702,87792,4,593.0,6316.0,2017-10-25,150949440.0,22642416.0,173591856.0,0.0,2017-10-30,1
703,87795,7,594.0,1263.0,2017-10-25,36739728.0,5510959.2,42250687.2,0.0,2017-10-30,1
704,88119,4,595.0,460.0,2017-10-26,151130880.0,22669632.0,173800512.0,0.0,2017-10-30,1
705,88122,7,596.0,4298.0,2017-10-26,36972720.0,5545908.0,42518628.0,0.0,2017-10-30,1
706,88352,4,597.0,8445.0,2017-10-27,151344720.0,22701708.0,174046428.0,0.0,2017-10-30,1
707,88355,7,598.0,8770.0,2017-10-27,37740672.0,5661100.8,43401772.8,0.0,2017-10-30,1
708,88863,4,599.0,1360.0,2017-10-30,152139600.0,22820940.0,174960540.0,0.0,2017-10-30,1
709,88866,7,600.0,7516.0,2017-10-30,37659744.0,5648961.6,43308705.6,0.0,2017-10-30,1
710,88868,4,601.0,1965.0,2017-10-30,138240.0,20736.0,158976.0,0.0,2017-10-30,1
711,88869,4,,,2017-10-30,0.0,0.0,869057207.9999999,0.0,2017-10-30,1
712,88870,7,,,2017-10-30,0.0,0.0,213903036.0,0.0,2017-10-30,1
713,89152,4,602.0,4981.0,2017-10-31,151945200.0,22791780.0,174736980.0,0.0,2017-11-06,1
714,89155,7,603.0,7299.0,2017-10-31,37359648.0,5603947.2,42963595.2,0.0,2017-11-06,1
715,89564,4,604.0,2732.0,2017-11-01,152323200.0,22848480.0,175171680.0,0.0,2017-11-06,1
716,89567,7,605.0,3713.0,2017-11-01,37209600.0,5581440.0,42791040.0,0.0,2017-11-06,1
717,90006,4,606.0,9730.0,2017-11-02,152902080.0,22935312.0,175837392.0,0.0,2017-11-06,1
718,90009,7,607.0,6232.0,2017-11-02,37523520.0,5628528.0,43152048.0,0.0,2017-11-06,1
719,90286,4,608.0,3258.0,2017-11-03,152716320.0,22907448.0,175623768.0,0.0,2017-11-06,1
720,90289,7,609.0,7340.0,2017-11-03,37373472.0,5606020.8,42979492.8,0.0,2017-11-06,1
721,90852,4,610.0,2296.0,2017-11-06,153336240.0,23000436.0,176336676.0,0.0,2017-11-06,1
722,90855,7,611.0,4652.0,2017-11-06,38279664.0,5741949.600000001,44021613.6,0.0,2017-11-06,1
723,90858,4,612.0,8304.0,2017-11-06,453600.0,68040.0,521640.0,0.0,2017-11-06,1
724,90859,4,,,2017-11-06,0.0,0.0,878228136.0,0.0,2017-11-06,1
725,90860,7,,,2017-11-06,0.0,0.0,215907789.6,0.0,2017-11-06,1
726,91130,4,613.0,109.0,2017-11-07,153789840.0,23068476.0,176858316.0,0.0,2017-11-13,1
727,91133,7,614.0,1341.0,2017-11-07,37979568.0,5696935.2,43676503.199999996,0.0,2017-11-13,1
728,91407,4,615.0,2031.0,2017-11-08,154126800.0,23119020.0,177245820.0,0.0,2017-11-13,1
729,91410,7,616.0,2485.0,2017-11-08,38394144.0,5759121.6,44153265.6,0.0,2017-11-13,1
730,91622,4,617.0,3777.0,2017-11-09,153738000.0,23060700.0,176798700.0,0.0,2017-11-13,1
731,91625,7,618.0,9647.0,2017-11-09,38794896.0,5819234.4,44614130.4,0.0,2017-11-13,1
732,91815,4,619.0,5550.0,2017-11-10,153781200.0,23067180.0,176848380.0,0.0,2017-11-13,1
733,91818,7,620.0,5433.0,2017-11-10,39318048.0,5897707.2,45215755.2,0.0,2017-11-13,1
734,92434,4,621.0,7634.0,2017-11-13,154945440.0,23241816.0,178187256.0,0.0,2017-11-13,1
735,92437,7,622.0,6567.0,2017-11-13,39168000.0,5875200.0,45043200.0,0.0,2017-11-13,1
736,92439,4,623.0,9940.0,2017-11-13,302400.0,45360.0,347760.0,0.0,2017-11-13,1
737,92440,4,,,2017-11-13,0.0,0.0,886286232.0000001,0.0,2017-11-13,1
738,92441,7,,,2017-11-13,0.0,0.0,222702854.4,0.0,2017-11-13,1
739,92724,4,624.0,9407.0,2017-11-14,155243520.0,23286528.0,178530048.0,0.0,2017-11-20,1
740,92727,7,625.0,9532.0,2017-11-14,39187728.0,5878159.2,45065887.2,0.0,2017-11-20,1
741,92925,4,626.0,3790.0,2017-11-15,155196000.0,23279400.0,178475400.0,0.0,2017-11-20,1
742,92928,7,627.0,2869.0,2017-11-15,39543120.0,5931468.0,45474588.0,0.0,2017-11-20,1
743,93392,4,628.0,5016.0,2017-11-16,155619360.0,23342904.0,178962264.0,0.0,2017-11-20,1
744,93395,7,629.0,7761.0,2017-11-16,40790880.0,6118632.0,46909512.0,0.0,2017-11-20,1
745,93742,4,630.0,30.0,2017-11-17,156686400.0,23502960.0,180189360.0,0.0,2017-11-20,1
746,93745,7,631.0,7469.0,2017-11-17,40696128.0,6104419.2,46800547.2,0.0,2017-11-20,1
747,94192,4,632.0,8574.0,2017-11-20,157494240.0,23624136.000000004,181118376.0,0.0,2017-11-20,1
748,94195,7,633.0,1618.0,2017-11-20,40852080.0,6127812.0,46979892.0,0.0,2017-11-20,1
749,94201,4,634.0,8269.0,2017-11-20,866160.0,129923.99999999999,996084.0,0.0,2017-11-20,1
750,94204,7,635.0,7897.0,2017-11-20,708768.0,106315.2,815083.2,0.0,2017-11-20,1
751,94205,4,,,2017-11-20,0.0,0.0,898271532.0000001,0.0,2017-11-20,1
752,94206,7,,,2017-11-20,0.0,0.0,232045509.6,0.0,2017-11-20,1
753,94500,4,636.0,8941.0,2017-11-21,159362640.0,23904396.000000004,183267036.0,0.0,2017-11-27,1
754,94503,7,637.0,735.0,2017-11-21,42522336.0,6378350.399999999,48900686.4,0.0,2017-11-27,1
755,94834,4,638.0,9060.0,2017-11-22,159678000.0,23951700.0,183629700.0,0.0,2017-11-27,1
756,94837,7,639.0,8264.0,2017-11-22,43604208.0,6540631.199999999,50144839.2,0.0,2017-11-27,1
757,95288,4,640.0,1894.0,2017-11-23,159876720.0,23981508.0,183858228.0,0.0,2017-11-27,1
758,95291,7,641.0,9313.0,2017-11-23,44310960.0,6646644.000000001,50957604.0,0.0,2017-11-27,1
759,95591,4,642.0,534.0,2017-11-24,159993360.0,23999003.999999996,183992364.0,0.0,2017-11-27,1
760,95594,7,643.0,2044.0,2017-11-24,44271504.0,6640725.6,50912229.599999994,0.0,2017-11-27,1
761,96030,4,644.0,1727.0,2017-11-27,160241760.0,24036263.999999996,184278024.0,0.0,2017-11-27,1
762,96033,7,645.0,1864.0,2017-11-27,44565696.0,6684854.4,51250550.400000006,0.0,2017-11-27,1
763,96035,7,646.0,1086.0,2017-11-27,122400.0,18360.0,140760.0,0.0,2017-11-27,1
764,96036,4,,,2017-11-27,0.0,0.0,919025352.0000001,0.0,2017-11-27,1
765,96037,7,,,2017-11-27,0.0,0.0,252306669.6,0.0,2017-11-27,1
766,96405,4,647.0,200.0,2017-11-28,160932960.0,24139943.999999996,185072904.0,0.0,2017-12-04,1
767,96408,7,648.0,8808.0,2017-11-28,46103616.0,6915542.4,53019158.4,0.0,2017-12-04,1
768,96705,4,649.0,5564.0,2017-11-29,161222400.0,24183360.0,185405760.0,0.0,2017-12-04,1
769,96708,7,650.0,7719.0,2017-11-29,45953568.0,6893035.2,52846603.199999996,0.0,2017-12-04,1
770,97142,4,651.0,7456.0,2017-11-30,161667360.0,24250103.999999996,185917464.0,0.0,2017-12-04,1
771,97145,7,652.0,2056.0,2017-11-30,46498464.0,6974769.600000001,53473233.6,0.0,2017-12-04,1
772,97350,4,653.0,4877.0,2017-12-01,162120960.0,24318143.999999996,186439104.0,0.0,2017-12-04,1
773,97353,7,654.0,9731.0,2017-12-01,47323727.99999999,7098559.2,54422287.199999996,0.0,2017-12-04,1
774,97892,4,655.0,3853.0,2017-12-04,163907280.0,24586092.0,188493372.0,0.0,2017-12-04,1
775,97895,7,656.0,4634.0,2017-12-04,47463984.0,7119597.6,54583581.6,0.0,2017-12-04,1
776,97898,4,657.0,3489.0,2017-12-04,371520.0,55728.00000000001,427248.0,0.0,2017-12-04,1
777,97900,7,658.0,7995.0,2017-12-04,41472.0,6220.8,47692.799999999996,0.0,2017-12-04,1
778,97901,4,,,2017-12-04,0.0,0.0,931755852.0000001,0.0,2017-12-04,1
779,97902,7,,,2017-12-04,0.0,0.0,268392556.8,0.0,2017-12-04,1
780,98166,4,659.0,4721.0,2017-12-05,164291760.0,24643763.999999996,188935524.0,0.0,2017-12-11,1
781,98169,7,660.0,515.0,2017-12-05,47276496.0,7091474.4,54367970.400000006,0.0,2017-12-11,1
782,98390,4,661.0,2863.0,2017-12-06,164252880.0,24637932.0,188890811.99999997,0.0,2017-12-11,1
783,98393,7,662.0,5207.0,2017-12-06,47126448.0,7068967.2,54195415.2,0.0,2017-12-11,1
784,98790,4,663.0,8723.0,2017-12-07,164896560.0,24734483.999999996,189631044.0,0.0,2017-12-11,1
785,98793,7,664.0,5813.0,2017-12-07,47073168.0,7060975.2,54134143.199999996,0.0,2017-12-11,1
786,99266,4,665.0,9208.0,2017-12-08,166555440.0,24983316.000000004,191538756.0,0.0,2017-12-11,1
787,99269,7,666.0,627.0,2017-12-08,47604240.0,7140635.999999999,54744876.0,0.0,2017-12-11,1
788,99794,4,667.0,6496.0,2017-12-11,166240080.0,24936012.0,191176091.99999997,0.0,2017-12-11,1
789,99797,7,668.0,2908.0,2017-12-11,47454192.00000001,7118128.800000001,54572320.8,0.0,2017-12-11,1
790,99801,4,669.0,8666.0,2017-12-11,911520.0,136728.0,1048248.0000000001,0.0,2017-12-11,1
791,99804,7,670.0,9905.0,2017-12-11,422495.99999999994,63374.399999999994,485870.4,0.0,2017-12-11,1
792,99805,4,,,2017-12-11,0.0,0.0,951220476.0,0.0,2017-12-11,1
793,99806,7,,,2017-12-11,0.0,0.0,272500596.0,0.0,2017-12-11,1
794,100046,4,671.0,8778.0,2017-12-12,167844960.0,25176743.999999996,193021704.0,0.0,2017-12-18,1
795,100049,7,672.0,4919.0,2017-12-12,47910240.0,7186535.999999999,55096776.0,0.0,2017-12-18,1
796,100324,4,673.0,8102.0,2017-12-13,168996240.0,25349436.000000004,194345676.0,0.0,2017-12-18,1
797,100327,7,674.0,6228.0,2017-12-13,47774016.0,7166102.4,54940118.4,0.0,2017-12-18,1
798,100691,4,675.0,7634.0,2017-12-14,168745680.0,25311852.0,194057531.99999997,0.0,2017-12-18,1
799,100694,7,676.0,791.0,2017-12-14,48007007.99999999,7201051.199999999,55208059.2,0.0,2017-12-18,1
800,101148,4,677.0,1945.0,2017-12-15,169935840.0,25490376.000000004,195426216.0,0.0,2017-12-18,1
801,101151,7,678.0,8564.0,2017-12-15,47953727.99999999,7193059.2,55146787.199999996,0.0,2017-12-18,1
802,101476,4,679.0,3879.0,2017-12-18,169966080.0,25494912.0,195460991.99999997,0.0,2017-12-18,1
803,101479,7,680.0,7029.0,2017-12-18,47845152.00000001,7176772.8,55021924.8,0.0,2017-12-18,1
804,101483,4,681.0,3556.0,2017-12-18,792720.0,118908.0,911628.0000000001,0.0,2017-12-18,1
805,101484,4,,,2017-12-18,0.0,0.0,973223747.9999999,0.0,2017-12-18,1
806,101485,7,,,2017-12-18,0.0,0.0,275413665.59999996,0.0,2017-12-18,1
807,101739,4,682.0,2431.0,2017-12-19,171380880.0,25707132.0,197088011.99999997,0.0,2017-12-25,1
808,101742,7,683.0,8710.0,2017-12-19,48123504.0,7218525.6,55342029.599999994,0.0,2017-12-25,1
809,102082,4,684.0,8930.0,2017-12-20,172456560.0,25868483.999999996,198325044.0,0.0,2017-12-25,1
810,102085,7,685.0,380.0,2017-12-20,48634847.99999999,7295227.2,55930075.2,0.0,2017-12-25,1
811,102275,4,686.0,9688.0,2017-12-21,172534320.0,25880148.0,198414468.00000003,0.0,2017-12-25,1
812,102278,7,687.0,5673.0,2017-12-21,48512447.99999999,7276867.2,55789315.2,0.0,2017-12-25,1
813,102660,4,688.0,8562.0,2017-12-22,172847520.0,25927128.0,198774648.00000003,0.0,2017-12-25,1
814,102663,7,689.0,7774.0,2017-12-22,49600224.0,7440033.6,57040257.6,0.0,2017-12-25,1
815,103269,4,690.0,9074.0,2017-12-25,172676880.0,25901532.0,198578411.99999997,0.0,2017-12-25,1
816,103272,7,691.0,3054.0,2017-12-25,50362272.00000001,7554340.8,57916612.800000004,0.0,2017-12-25,1
817,103276,4,692.0,6065.0,2017-12-25,630720.0,94608.0,725328.0,0.0,2017-12-25,1
818,103278,7,693.0,5593.0,2017-12-25,367200.0,55080.0,422280.0,0.0,2017-12-25,1
819,103279,4,,,2017-12-25,0.0,0.0,991905912.0000001,0.0,2017-12-25,1
820,103280,7,,,2017-12-25,0.0,0.0,282440570.4,0.0,2017-12-25,1
821,103458,4,694.0,5569.0,2017-12-26,172856160.0,25928423.999999996,198784584.0,0.0,2018-01-01,1
822,103461,7,695.0,3472.0,2017-12-26,50607072.00000001,7591060.8,58198132.800000004,0.0,2018-01-01,1
823,103834,4,696.0,1935.0,2017-12-27,172908000.0,25936200.0,198844200.0,0.0,2018-01-01,1
824,103837,7,697.0,7776.0,2017-12-27,51446160.0,7716924.000000001,59163084.0,0.0,2018-01-01,1
825,104246,4,698.0,2243.0,2017-12-28,174221280.0,26133192.0,200354471.99999997,0.0,2018-01-01,1
826,104249,7,699.0,5858.0,2017-12-28,51379056.0,7706858.399999999,59085914.400000006,0.0,2018-01-01,1
827,104573,4,700.0,7362.0,2017-12-29,175327200.0,26299080.0,201626280.0,0.0,2018-01-01,1
828,104576,7,701.0,678.0,2017-12-29,51929856.0,7789478.399999999,59719334.400000006,0.0,2018-01-01,1
829,105005,4,702.0,7564.0,2018-01-01,175703040.0,26355456.000000004,202058496.0,0.0,2018-01-01,1
830,105008,7,703.0,37.0,2018-01-01,51918047.99999999,7787707.2,59705755.2,0.0,2018-01-01,1
831,105012,4,704.0,7255.0,2018-01-01,717120.0,107568.0,824688.0000000001,0.0,2018-01-01,1
832,105014,7,705.0,3711.0,2018-01-01,122400.0,18360.0,140760.0,0.0,2018-01-01,1
833,105015,4,,,2018-01-01,0.0,0.0,1002492720.0,0.0,2018-01-01,1
834,105016,7,,,2018-01-01,0.0,0.0,296012980.8,0.0,2018-01-01,1
835,105370,4,706.0,3653.0,2018-01-02,177063840.0,26559576.000000004,203623416.0,0.0,2018-01-08,1
836,105373,7,707.0,1805.0,2018-01-02,52162847.99999999,7824427.2,59987275.2,0.0,2018-01-08,1
837,105723,4,708.0,4335.0,2018-01-03,176901840.0,26535276.000000004,203437116.0,0.0,2018-01-08,1
838,105726,7,709.0,5975.0,2018-01-03,52012800.0,7801920.0,59814720.0,0.0,2018-01-08,1
839,106126,4,710.0,6316.0,2018-01-04,177202080.0,26580312.0,203782391.99999997,0.0,2018-01-08,1
840,106129,7,711.0,5034.0,2018-01-04,51862752.00000001,7779412.8,59642164.8,0.0,2018-01-08,1
841,106434,4,712.0,8755.0,2018-01-05,177783120.0,26667468.0,204450588.00000003,0.0,2018-01-08,1
842,106437,7,713.0,5739.0,2018-01-05,51712704.0,7756905.6,59469609.599999994,0.0,2018-01-08,1
843,106876,4,714.0,5456.0,2018-01-08,177647040.0,26647056.000000004,204294096.0,0.0,2018-01-08,1
844,106879,7,715.0,237.0,2018-01-08,52237872.00000001,7835680.8,60073552.800000004,0.0,2018-01-08,1
845,106881,4,716.0,7521.0,2018-01-08,311040.0,46656.0,357696.0,0.0,2018-01-08,1
846,106882,4,,,2018-01-08,0.0,0.0,1019945304.0,0.0,2018-01-08,1
847,106883,7,,,2018-01-08,0.0,0.0,298987322.4,0.0,2018-01-08,1
848,107271,4,717.0,1044.0,2018-01-09,178247520.0,26737128.0,204984648.00000003,0.0,2018-01-15,1
849,107274,7,718.0,2571.0,2018-01-09,51937776.0,7790666.4,59728442.4,0.0,2018-01-15,1
850,107500,4,719.0,7061.0,2018-01-10,178480800.0,26772120.0,205252920.0,0.0,2018-01-15,1
851,107503,7,720.0,4637.0,2018-01-10,51787727.99999999,7768159.2,59555887.199999996,0.0,2018-01-15,1
852,107741,4,721.0,1924.0,2018-01-11,178426800.0,26764020.0,205190820.0,0.0,2018-01-15,1
853,107744,7,722.0,5174.0,2018-01-11,51734447.99999999,7760167.2,59494615.2,0.0,2018-01-15,1
854,108224,4,723.0,2464.0,2018-01-12,179245440.0,26886816.000000004,206132256.0,0.0,2018-01-15,1
855,108227,7,724.0,1978.0,2018-01-12,52992000.0,7948800.0,60940800.0,0.0,2018-01-15,1
856,108656,4,725.0,9584.0,2018-01-15,179500320.0,26925048.0,206425368.00000003,0.0,2018-01-15,1
857,108659,7,726.0,163.0,2018-01-15,53209152.00000001,7981372.8,61190524.8,0.0,2018-01-15,1
858,108661,4,727.0,6854.0,2018-01-15,302400.0,45360.0,347760.0,0.0,2018-01-15,1
859,108663,7,728.0,1658.0,2018-01-15,550800.0,82620.0,633420.0,0.0,2018-01-15,1
860,108664,4,,,2018-01-15,0.0,0.0,1028333772.0000001,0.0,2018-01-15,1
861,108665,7,,,2018-01-15,0.0,0.0,301543689.6,0.0,2018-01-15,1
862,108883,4,729.0,9559.0,2018-01-16,179815680.0,26972352.0,206788031.99999997,0.0,2018-01-22,1
863,108886,7,730.0,5605.0,2018-01-16,54018576.0,8102786.4,62121362.4,0.0,2018-01-22,1
864,109207,4,731.0,4043.0,2018-01-17,180895680.0,27134352.0,208030031.99999997,0.0,2018-01-22,1
865,109210,7,732.0,6607.0,2018-01-17,54713520.0,8207028.0,62920547.99999999,0.0,2018-01-22,1
866,109452,4,733.0,209.0,2018-01-18,180511200.0,27076680.0,207587880.0,0.0,2018-01-22,1
867,109455,7,734.0,6411.0,2018-01-18,55297872.00000001,8294680.8,63592552.800000004,0.0,2018-01-22,1
868,109719,4,735.0,8673.0,2018-01-19,181008000.0,27151200.0,208159200.0,0.0,2018-01-22,1
869,109722,7,736.0,2715.0,2018-01-19,56577167.99999999,8486575.2,65063743.199999996,0.0,2018-01-22,1
870,110203,4,737.0,3016.0,2018-01-22,181684080.0,27252612.0,208936691.99999997,0.0,2018-01-22,1
871,110206,7,738.0,8884.0,2018-01-22,57761712.00000001,8664256.8,66425968.8,0.0,2018-01-22,1
872,110209,4,739.0,1042.0,2018-01-22,304560.0,45684.0,350244.0,0.0,2018-01-22,1
873,110211,7,740.0,3325.0,2018-01-22,55296.0,8294.4,63590.399999999994,0.0,2018-01-22,1
874,110212,4,,,2018-01-22,0.0,0.0,1039852080.0,0.0,2018-01-22,1
875,110213,7,,,2018-01-22,0.0,0.0,320187765.59999996,0.0,2018-01-22,1
876,110443,4,741.0,5985.0,2018-01-23,181604160.0,27240623.999999996,208844784.0,0.0,2018-01-29,1
877,110446,7,742.0,2791.0,2018-01-23,57422160.0,8613324.0,66035484.0,0.0,2018-01-29,1
878,110857,4,743.0,2857.0,2018-01-24,182638800.0,27395820.0,210034620.0,0.0,2018-01-29,1
879,110860,7,744.0,1703.0,2018-01-24,57771647.99999999,8665747.2,66437395.2,0.0,2018-01-29,1
880,111095,4,745.0,4801.0,2018-01-25,183053520.0,27458028.0,210511548.00000003,0.0,2018-01-29,1
881,111098,7,746.0,5639.0,2018-01-25,58294800.0,8744220.0,67039020.0,0.0,2018-01-29,1
882,111319,4,747.0,2442.0,2018-01-26,182923920.0,27438588.0,210362508.00000003,0.0,2018-01-29,1
883,111322,7,748.0,576.0,2018-01-26,58756752.00000001,8813512.8,67570264.8,0.0,2018-01-29,1
884,111916,4,749.0,827.0,2018-01-29,183980160.0,27597023.999999996,211577184.0,0.0,2018-01-29,1
885,111919,7,750.0,3644.0,2018-01-29,59246352.00000001,8886952.8,68133304.8,0.0,2018-01-29,1
886,111922,4,751.0,3450.0,2018-01-29,712800.0,106920.0,819720.0,0.0,2018-01-29,1
887,111923,4,,,2018-01-29,0.0,0.0,1052150364.0,0.0,2018-01-29,1
888,111924,7,,,2018-01-29,0.0,0.0,335215468.8,0.0,2018-01-29,1
889,112236,4,752.0,2008.0,2018-01-30,184541760.0,27681263.999999996,212223024.0,0.0,2018-02-05,1
890,112239,7,753.0,9249.0,2018-01-30,59001552.00000001,8850232.8,67851784.8,0.0,2018-02-05,1
891,112598,4,754.0,6378.0,2018-01-31,185556960.0,27833543.999999996,213390504.0,0.0,2018-02-05,1
892,112601,7,755.0,7613.0,2018-01-31,59246352.00000001,8886952.8,68133304.8,0.0,2018-02-05,1
893,112871,4,756.0,9587.0,2018-02-01,185660640.0,27849096.000000004,213509736.0,0.0,2018-02-05,1
894,112874,7,757.0,8045.0,2018-02-01,59262192.00000001,8889328.8,68151520.8,0.0,2018-02-05,1
895,113120,4,758.0,475.0,2018-02-02,186010560.0,27901583.999999996,213912144.0,0.0,2018-02-05,1
896,113123,7,759.0,7905.0,2018-02-02,59173344.0,8876001.6,68049345.6,0.0,2018-02-05,1
897,113661,4,760.0,7622.0,2018-02-05,187293600.0,28094040.0,215387640.0,0.0,2018-02-05,1
898,113664,7,761.0,6041.0,2018-02-05,59133887.99999999,8870083.2,68003971.2,0.0,2018-02-05,1
899,113669,4,762.0,896.0,2018-02-05,751680.0,112752.0,864431.9999999999,0.0,2018-02-05,1
900,113671,7,763.0,901.0,2018-02-05,183600.0,27540.0,211140.0,0.0,2018-02-05,1
901,113672,4,,,2018-02-05,0.0,0.0,1069287480.0,0.0,2018-02-05,1
902,113673,7,,,2018-02-05,0.0,0.0,340401067.2,0.0,2018-02-05,1
903,113949,4,764.0,7842.0,2018-02-06,189174960.0,28376243.999999996,217551204.0,0.0,2018-02-12,1
904,113952,7,765.0,8856.0,2018-02-06,59554367.99999999,8933155.2,68487523.2,0.0,2018-02-12,1
